# The identifiers in the ID_REF column must match the identifiers in the ID column of the referenced platform (GPLxxxx).,,,,,,,,,,,,,,,,,,,,,,,,
# The Matrix table should include non-normalized signal count data and detection p-value,,,,,,,,,,,,,,,,,,,,,,,,
"# Values that should be disregarded may either be left blank or labeled as ""null"".",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
ID_REF,HAN_22_A_1_WT,Detection Pval,HAN_22_B_2_WT,Detection Pval,HAN_23_A_1_TG,Detection Pval,HAN_23_A_2_TG,Detection Pval,HAN_28_A_1_WT,Detection Pval,HAN_28_B_1_WT,Detection Pval,HAN_30_A_1_TG,Detection Pval,HAN_30_B_2_TG,Detection Pval,HAN_32_A_1_WT,Detection Pval,HAN_32_B_1_WT,Detection Pval,HAN_33_A_1_TG,Detection Pval,HAN_33_B_2_TG,Detection Pval
ILMN_2477036,122.3,0.13784,76.8,0.3609,95.5,0.50877,79.2,0.68672,99.7,0.46742,80.5,0.59273,90.7,0.83083,78,0.67293,104.8,0.34586,82.9,0.49499,95.3,0.58396,74.3,0.35464
ILMN_2477259,112.2,0.40852,81.6,0.14286,89.9,0.78697,91.7,0.08271,100.8,0.41479,86.6,0.25188,120.3,0.07143,103.7,0.01253,107.4,0.26065,93.2,0.08396,111.5,0.11779,85.7,0.04135
ILMN_2477267,128,0.07895,67.8,0.89098,99,0.30451,94.9,0.0401,111.7,0.08897,90.6,0.11153,123,0.05514,94,0.05013,113.8,0.11153,90.2,0.14912,110.1,0.12907,75.9,0.26817
ILMN_2477324,112.5,0.3985,69.8,0.8208,93.2,0.63659,79.6,0.65789,104,0.27068,99.6,0.01754,95,0.66165,88.4,0.14536,98.6,0.64411,79.6,0.69674,92.9,0.69173,59.9,0.9812
ILMN_2477702,129.8,0.06266,82.2,0.11779,105.5,0.1015,91.1,0.09148,101.3,0.39348,85.5,0.31078,107.8,0.2005,94.6,0.04386,119,0.05013,92.1,0.10777,102.2,0.27694,76.5,0.24687
ILMN_2477870,543.9,0,198,0,303.7,0,187.9,0,457.5,0,270.9,0,257.9,0,108.8,0.00627,441,0,293.1,0,342.6,0,104.4,0.00251
ILMN_2477962,184,0,131.8,0,150.7,0,133.6,0,197.9,0,179.9,0,205.8,0,146.8,0,164.7,0,153.3,0,203.1,0,139.2,0
ILMN_2478101,288.5,0,124.9,0,308.8,0,192,0,198.5,0,127.7,0,361.1,0,158.6,0,198.6,0,169.7,0,343.9,0,124.6,0
ILMN_2478483,107.5,0.61028,70,0.80576,91.6,0.72682,84.7,0.36341,93,0.77945,95.4,0.05013,83.8,0.97494,71,0.93108,87.5,0.94862,89.2,0.18296,88,0.88346,65.6,0.89223
ILMN_2478523,1138.3,0,433.5,0,1337.9,0,717.9,0,1086.8,0,703,0,1461.8,0,519.2,0,876.5,0,830.4,0,1017.9,0,361.9,0
ILMN_2478626,124.5,0.11404,86.7,0.04261,98.7,0.32581,84.7,0.36341,116.3,0.04887,95.8,0.04511,95.8,0.62155,84.1,0.32456,97,0.70301,79,0.73684,91.7,0.75188,72.8,0.46867
ILMN_2478649,111,0.45739,75.1,0.47619,97.3,0.3985,85.2,0.33835,101.6,0.37218,87.5,0.21178,97.8,0.53008,85.7,0.24436,105.4,0.32581,92.9,0.09023,94.9,0.60276,75.6,0.28947
ILMN_2478670,116.9,0.25313,84.4,0.06015,101,0.2406,90,0.11905,108.5,0.1416,87.2,0.22556,102.6,0.34085,84.2,0.31328,155.7,0,96.9,0.03885,146.1,0.00752,178.8,0
ILMN_2478697,102.3,0.80451,74.1,0.55013,94.6,0.56767,76.9,0.82707,88.7,0.90602,77.1,0.77694,89.7,0.86591,71.7,0.91353,96.4,0.72807,78.7,0.74812,86.9,0.89975,66.1,0.87218
ILMN_2478874,578.9,0,360.7,0,658.6,0,453.6,0,636.3,0,457.1,0,680.5,0,345.2,0,508.8,0,434,0,545.4,0,340.7,0
ILMN_2478960,103,0.78195,71.9,0.70677,83.9,0.94987,77.6,0.78697,94.4,0.72306,81.8,0.5188,84.9,0.96742,87.8,0.15789,96.3,0.73308,75.3,0.87218,103.1,0.25313,70.8,0.61153
ILMN_2479024,482.1,0,295.7,0,1144.1,0,448.8,0,482.5,0,445.7,0,769.4,0,432.5,0,403.8,0,428.6,0,448.4,0,310.9,0
ILMN_2479124,104,0.74561,67.2,0.89724,85.7,0.92481,73.4,0.92231,95.2,0.68922,75.1,0.8609,93.5,0.73308,72.5,0.89223,92.1,0.8584,85.9,0.33208,86.6,0.90351,73.3,0.42356
ILMN_2479134,126.9,0.08271,74.5,0.50877,111.2,0.03133,89.9,0.12155,105.4,0.23183,91.2,0.09273,112.1,0.13158,86.6,0.19173,104.8,0.34586,81.6,0.56767,112.6,0.10276,71.2,0.58396
ILMN_2479290,186.6,0,118.8,0,205.5,0,146.7,0,163.1,0,148.6,0,242.4,0,138.1,0,179.2,0,178.8,0,200.6,0,116.7,0.00125
ILMN_2479300,144.9,0.01253,92.5,0.01253,120.2,0.00752,108.7,0.00251,120.9,0.0213,103.2,0.01253,137.5,0.01128,95.7,0.03634,118.5,0.05388,112.6,0.00251,122,0.04887,101.7,0.00251
ILMN_2479359,540,0,196.2,0,678.9,0,434.7,0,511.5,0,381.9,0,915.9,0,309,0,414.9,0,358.1,0,666.5,0,266.3,0
ILMN_2479370,137.1,0.03258,91.8,0.01754,108.4,0.06642,83.5,0.43484,123.8,0.01629,80.7,0.5802,114.4,0.10902,92.7,0.06015,125,0.02256,94.7,0.06767,106.3,0.18672,77.8,0.18922
ILMN_2479412,89,0.98997,61.4,0.98371,86.9,0.89223,69.9,0.97368,79.8,0.99749,79.7,0.63033,90.7,0.82832,71.4,0.92105,88.7,0.92732,79.2,0.71429,77.4,0.99499,60.9,0.97118
ILMN_2479442,115.3,0.29323,87.9,0.03759,101.8,0.21053,83.6,0.42857,100.2,0.44361,83.4,0.41855,103.9,0.30702,83.5,0.35464,106.1,0.30201,81.2,0.599,99.6,0.38972,77.8,0.18922
ILMN_2479530,505.5,0,145.8,0,407.6,0,240.1,0,383,0,254.8,0,551.9,0,172.7,0,402.9,0,329,0,459.3,0,146.4,0
ILMN_2479585,158.4,0.00125,88.5,0.03133,133.4,0.00125,93.4,0.05514,118.8,0.03885,103.3,0.01003,133.5,0.01378,84.6,0.29449,124.6,0.02256,105.7,0.00376,111.8,0.11404,87,0.03509
ILMN_2479666,281.9,0,101.4,0.00251,168.4,0,122.5,0,231.7,0,160.6,0,266.7,0,118.6,0.00376,209.3,0,170.5,0,269.6,0,107.4,0.00125
ILMN_2479786,165.6,0,95.7,0.00501,189.3,0,127.2,0,173.7,0,150.6,0,230.5,0,149.4,0,172.5,0,112.6,0.00251,196.5,0,119.4,0.00125
ILMN_2480178,152.6,0.00501,112.5,0,145.3,0,108,0.00251,138,0.00125,122.4,0,142.2,0.00752,96.2,0.03383,133.5,0.00752,104.2,0.00627,142.4,0.00752,104.6,0.00251
ILMN_2480180,564.5,0,243.3,0,382.3,0,244.9,0,442.2,0,344.2,0,545.5,0,213,0,366.8,0,296,0,417.8,0,176.7,0
ILMN_2480371,100.7,0.84461,74,0.55639,91.2,0.74561,84.3,0.38346,95.5,0.67544,88.7,0.16416,97,0.57018,79.5,0.60025,102.4,0.43609,83.9,0.42481,92.2,0.72306,74.1,0.36466
ILMN_2480542,188.8,0,106.7,0,131.5,0.00125,104.1,0.00627,162.8,0,111.3,0.00376,184,0,111,0.00376,167.5,0,129.8,0.00125,185.6,0,85.5,0.04135
ILMN_2480543,213.6,0,117.3,0,137.5,0,107.9,0.00251,160.1,0,136.4,0,198.8,0,132.6,0,169.3,0,138.6,0,184.4,0,115.1,0.00125
ILMN_2480638,163.5,0,108.9,0,176.1,0,121.6,0,133.1,0.00501,105.3,0.00627,150.6,0.00251,110.6,0.00376,139.6,0.00251,112.1,0.00251,144.8,0.00752,97.6,0.00627
ILMN_2480682,1025.2,0,348.7,0,541,0,431.7,0,725.9,0,492.7,0,995.4,0,399.9,0,880.6,0,590.9,0,970.2,0,447.6,0
ILMN_2480814,115.5,0.28947,74.7,0.49875,107,0.07895,88.6,0.16291,111.6,0.08897,89.3,0.14662,107.4,0.21303,83.5,0.35464,124.8,0.02256,87.7,0.24185,108.4,0.15163,80.2,0.11153
ILMN_2481009,111.8,0.42732,75.9,0.42105,103.2,0.17168,85.9,0.29825,111.2,0.09273,83.5,0.41604,95.4,0.64286,83.4,0.36216,113.1,0.12406,87.1,0.26817,119.3,0.06266,76.7,0.2406
ILMN_2481125,95.4,0.93358,73.2,0.62155,106.2,0.09148,69.4,0.97744,88.7,0.90727,79.1,0.67794,85.9,0.94987,78.9,0.63033,90.8,0.89348,82.7,0.51128,84.4,0.95113,66.7,0.84461
ILMN_2481127,108.8,0.55514,71.2,0.75564,96.2,0.46867,74.1,0.89724,90.7,0.8609,74.2,0.89348,96.1,0.60652,73,0.88095,90.6,0.89975,76,0.8584,91,0.7782,64.9,0.91103
ILMN_2481133,250.8,0,132,0,208.8,0,138.1,0,382.7,0,253.7,0,284.7,0,125.5,0.00251,304.6,0,300.2,0,265.5,0,141.4,0
ILMN_2481170,100.9,0.84085,74.3,0.52757,105.8,0.09649,79.4,0.67043,97.2,0.58772,83.7,0.40476,94.9,0.66416,88.1,0.15288,96.8,0.71178,82.3,0.53509,100.2,0.36466,80.2,0.11529
ILMN_2481182,104,0.74436,70.8,0.77569,94.4,0.57895,88.1,0.18421,97.5,0.57519,79.3,0.65915,100.8,0.42105,74.1,0.85338,98.1,0.65789,79,0.7381,89.8,0.81454,69.4,0.7005
ILMN_2481389,229.8,0,119.5,0,163.2,0,168,0,294.4,0,152.4,0,293.8,0,111.7,0.00376,280.8,0,107.3,0.00251,193.6,0,98.3,0.00627
ILMN_2481391,232.1,0,131.8,0,190,0,206.3,0,367.9,0,178.6,0,318.2,0,120,0.00376,328.5,0,140.7,0,237.8,0,133.5,0
ILMN_2481528,112.3,0.40476,87.7,0.03759,106,0.09524,94.4,0.04637,107.5,0.16917,81.8,0.51504,117.9,0.07895,80.3,0.55764,103.8,0.37845,89.2,0.18296,109.6,0.13784,71.6,0.54762
ILMN_2481799,283.4,0,141.2,0,299.4,0,207.7,0,275,0,201.5,0,419.4,0,189.6,0,246.4,0,193.7,0,317.8,0,148.2,0
ILMN_2482026,569.7,0,199.6,0,719.3,0,454.4,0,516,0,481.1,0,805.6,0,329.2,0,458.6,0,452.1,0,524.6,0,275.6,0
ILMN_2482055,128.6,0.07393,77.1,0.3396,95.1,0.53885,91.7,0.08271,96.6,0.61905,93,0.07393,137.5,0.01128,97.8,0.02632,112.8,0.13409,84.2,0.40852,148.2,0.00627,92.5,0.01378
ILMN_2482138,135.7,0.03634,79.1,0.23434,103.3,0.16667,86,0.28446,110.5,0.10276,83.3,0.42481,109.7,0.15414,85.4,0.2594,103.9,0.37594,100.5,0.02005,111.5,0.11779,77.8,0.19048
ILMN_2482209,122.7,0.13283,75.5,0.43985,101,0.2406,78,0.76065,108.4,0.14787,79.2,0.67043,99.5,0.45489,83.6,0.35088,102.8,0.41353,83.9,0.42857,97.2,0.49123,83.5,0.05639
ILMN_2482362,115.8,0.27945,69.4,0.83835,99.7,0.27444,89.9,0.12281,101.6,0.36842,81.8,0.51378,105.9,0.25439,84.6,0.29073,96.4,0.72807,80.7,0.62657,95.3,0.58271,71.9,0.52506
ILMN_2482390,110.8,0.46617,75.9,0.41855,103.2,0.17168,79.9,0.63033,88.8,0.90476,79.8,0.62782,118.6,0.07644,77.7,0.68797,117,0.06642,73.4,0.92857,111.1,0.1203,83.7,0.05514
ILMN_2482427,148.5,0.00752,92.5,0.01253,130.8,0.00251,101.8,0.00877,146.3,0,120.5,0.00125,154.3,0.00251,90.9,0.08396,136.1,0.00627,94.3,0.06767,136.9,0.0188,87.2,0.03509
ILMN_2482494,158.1,0.00125,98.5,0.00501,155.9,0,106.9,0.00376,142,0.00125,112.9,0.00251,183.5,0,125.3,0.00251,133.1,0.00752,119.8,0.00125,162.2,0.00125,102.3,0.00251
ILMN_2482555,255,0,112.4,0,239.4,0,148.2,0,232.3,0,145,0,357.6,0,190.6,0,201.5,0,121.7,0.00125,318.2,0,142,0
ILMN_2482600,229,0,110.5,0,160.1,0,129.6,0,180.6,0,126.7,0,200.2,0,109.5,0.00501,332.1,0,151.1,0,200.6,0,107.2,0.00125
ILMN_2482722,110.8,0.46491,69.6,0.83333,93.5,0.6203,84.1,0.401,103.6,0.28822,76.7,0.79073,103.1,0.32331,78,0.67544,94.3,0.79574,83.9,0.42982,86,0.92231,66.6,0.85338
ILMN_2482756,231.2,0,114.3,0,228.7,0,144.5,0,201,0,144.1,0,220.7,0,130,0.00125,192.9,0,146.7,0,212.1,0,129.2,0
ILMN_2482766,376.3,0,172.9,0,562.9,0,291.7,0,446.9,0,281.1,0,880.2,0,283.2,0,362.8,0,274.2,0,680.4,0,238.1,0
ILMN_2482896,250.5,0,113.6,0,155.1,0,110,0.00251,147.8,0,115.4,0.00251,151.8,0.00251,95.4,0.0401,191.2,0,172.5,0,154.4,0.00251,86.9,0.03634
ILMN_2482910,115,0.30326,80.4,0.18421,101.3,0.22932,72.2,0.94361,84.3,0.96742,76.3,0.81078,94.5,0.6792,78.3,0.65789,98,0.66291,88.8,0.19173,88.6,0.86717,62.2,0.9599
ILMN_2483297,231.3,0,81.6,0.14286,206.4,0,115.1,0.00125,193.1,0,114.4,0.00251,301.7,0,104.6,0.01003,234.1,0,95.8,0.05263,230.3,0,88.8,0.02005
ILMN_2483304,425,0,113,0,315.1,0,178.6,0,583,0,260.4,0,391.2,0,127.5,0.00125,444,0,295.4,0,419.5,0,144.7,0
ILMN_2483348,101,0.83709,72.8,0.64035,92.3,0.69173,75.4,0.86717,91.3,0.84085,75.9,0.8208,89.4,0.87469,84.3,0.30827,97.8,0.66792,77.1,0.8208,91.1,0.77444,76.6,0.24185
ILMN_2483370,119.5,0.18546,85.9,0.04511,86.6,0.90476,85.3,0.33709,104.7,0.25564,95.6,0.04762,115.8,0.09148,90,0.09774,95.9,0.74812,96.8,0.03885,111.9,0.11404,77.4,0.21053
ILMN_2483414,132.2,0.05263,80.3,0.18672,119.4,0.00877,90.3,0.11529,111.3,0.09273,87.4,0.21679,128.8,0.02506,83.8,0.34211,103.7,0.38221,85.5,0.34837,105.4,0.20301,72,0.5213
ILMN_2483748,150,0.00752,83.3,0.07895,235.1,0,159.1,0,131.7,0.00501,114.4,0.00251,243.7,0,123.9,0.00251,123.6,0.02381,122.8,0.00125,174.2,0,109.3,0.00125
ILMN_2483806,101.8,0.81454,72.6,0.66291,93,0.66165,73.8,0.90602,91.5,0.82707,88.8,0.16416,90.6,0.83333,86.6,0.19298,84.6,0.98747,87.6,0.24561,91.2,0.77193,73.7,0.39724
ILMN_2484147,196.1,0,131.4,0,249.7,0,140.2,0,212.2,0,162.8,0,230.8,0,141,0,212.3,0,206,0,202.4,0,113.9,0.00125
ILMN_2484215,109.2,0.54762,85.4,0.05138,99,0.30576,77.2,0.81203,111.2,0.09273,83.2,0.42857,92.5,0.76566,81.3,0.48747,93.6,0.82206,84.5,0.40226,93.3,0.6817,72.4,0.49373
ILMN_2484420,119.6,0.18421,75.6,0.43108,101.2,0.22932,77.2,0.81203,106,0.21805,79.3,0.66541,112.7,0.12155,86.4,0.20927,104.3,0.36216,93.8,0.07393,99.4,0.39599,75.7,0.28321
ILMN_2484465,204.4,0,87.9,0.03759,205.3,0,135,0,183.2,0,93.8,0.06642,222.8,0,101.5,0.01629,175.6,0,129.2,0.00125,191.2,0,97.7,0.00627
ILMN_2484506,126.6,0.08521,85.7,0.04762,127.7,0.00376,86.3,0.26441,110.6,0.10025,86.8,0.2406,115,0.09649,81.6,0.46742,131.4,0.01128,76.4,0.84586,127.5,0.03634,75.1,0.30576
ILMN_2484527,1148.7,0,415.8,0,1100.5,0,792.7,0,986,0,654.6,0,1410.6,0,553.1,0,1111.6,0,749.6,0,1328.4,0,478.4,0
ILMN_2484636,114.1,0.34586,69.8,0.82206,92.1,0.70677,81,0.57769,91.5,0.82832,74,0.90351,101.9,0.37218,82.3,0.41855,101,0.50752,90.4,0.14662,96,0.54135,69.2,0.71178
ILMN_2484707,398.7,0,240,0,2730.6,0,2115.3,0,515.4,0,511.1,0,2762.5,0,1260.5,0,354.8,0,348.5,0,1463.1,0,754.6,0
ILMN_2484864,110.2,0.49499,78.3,0.27945,94.3,0.58396,77.3,0.80451,97.3,0.58647,88,0.19173,94.2,0.69173,87.4,0.17043,91.8,0.86466,88.4,0.20301,98.6,0.42857,77.4,0.21053
ILMN_2484918,465.9,0,232.8,0,294.8,0,269.2,0,390.8,0,344.3,0,386.2,0,208.3,0,339.4,0,243.1,0,420.1,0,201.6,0
ILMN_2484958,107,0.63283,76.8,0.36466,86.8,0.89599,71.4,0.95614,91,0.85464,90.9,0.10401,93.4,0.7406,81.1,0.50877,106,0.30827,88.7,0.19549,94.6,0.63158,69.3,0.70677
ILMN_2485044,117.4,0.24185,78.6,0.26316,101.5,0.22682,77.7,0.78321,101.3,0.39348,93.3,0.07143,100.4,0.43609,83,0.38221,109.7,0.18546,85.6,0.34461,101.8,0.29449,69.1,0.71554
ILMN_2485055,133.3,0.04511,87.9,0.03759,104,0.13784,88.7,0.15789,115.3,0.06015,85.8,0.29323,124,0.04637,87.8,0.15789,103.2,0.40226,85.8,0.33709,108.2,0.15539,81,0.09649
ILMN_2485085,117.2,0.24311,75.1,0.4787,95.8,0.48747,73.8,0.90727,108.4,0.14787,76.8,0.78571,99.8,0.44862,88.4,0.14662,100.3,0.54637,85.6,0.34461,107.9,0.15539,70.4,0.63534
ILMN_2485148,2197.2,0,516.8,0,1427.1,0,782.3,0,1926.4,0,937.2,0,1809.8,0,432.7,0,1736.4,0,962.1,0,1584.6,0,450.2,0
ILMN_2485197,111.4,0.4411,71.7,0.71679,94.3,0.58396,83,0.46115,100.2,0.44486,79.1,0.68296,95.7,0.62406,72.1,0.90476,96.7,0.71805,81.6,0.56767,94.4,0.63659,70.9,0.60902
ILMN_2485198,104.7,0.71805,71.1,0.7594,102.9,0.17669,79.7,0.64787,103.3,0.30827,79.9,0.62155,103,0.33208,82,0.44486,92.8,0.84962,83,0.49123,91.5,0.75689,74.8,0.32206
ILMN_2485323,1255.9,0,470,0,473.8,0,297.7,0,1244.3,0,564.9,0,639.7,0,306.4,0,1315,0,674.5,0,848,0,488.6,0
ILMN_2485458,129.5,0.06516,81.7,0.1391,95.5,0.51253,80.2,0.61905,102.7,0.32581,82.6,0.46867,106.2,0.24311,84.7,0.28822,104.8,0.34586,88.4,0.20551,94.4,0.6391,76.2,0.25689
ILMN_2485639,109.9,0.51128,68.9,0.85714,94.5,0.57769,90.2,0.11654,97.3,0.58647,85.8,0.29323,100.7,0.42481,70.8,0.93609,99.8,0.57268,84.7,0.38972,84.9,0.94612,66.9,0.82957
ILMN_2485729,112.2,0.40852,79.6,0.21178,102.7,0.1817,83.1,0.45614,97.2,0.59023,88,0.19173,98.3,0.51003,73.6,0.86967,109.1,0.19925,91.7,0.1203,95.9,0.54762,74.3,0.35714
ILMN_2485874,126.2,0.08772,87.1,0.0401,103.3,0.16667,95.6,0.03258,118,0.04135,110.4,0.00376,108.9,0.17669,93.7,0.05263,128.6,0.0188,97.8,0.03258,122.5,0.04762,87.8,0.02757
ILMN_2485900,212.7,0,105.6,0.00125,150.4,0,94.2,0.04637,146.5,0,111.1,0.00376,171.1,0.00125,94.4,0.04637,159.4,0,102.6,0.01003,172.4,0,90.8,0.01629
ILMN_2485920,146.3,0.01128,95.1,0.00501,102.8,0.17794,93.2,0.06266,122.9,0.01754,104,0.00877,138.8,0.00877,83.7,0.34461,125.4,0.02256,106.7,0.00376,117.4,0.07895,83.4,0.05764
ILMN_2486080,103.7,0.75689,71.8,0.71178,103.1,0.17419,76.5,0.84336,91.6,0.81955,73.3,0.91353,92.6,0.76316,74,0.85338,101.8,0.46491,84.5,0.40351,89.2,0.84336,77.6,0.198
ILMN_2486102,111,0.46241,74.2,0.54386,93.6,0.61905,85.1,0.3396,95.2,0.68922,88,0.19173,107.3,0.21554,87,0.18045,92.7,0.85088,80.4,0.64286,102.7,0.26065,68.5,0.76441
ILMN_2486186,115.2,0.29699,79,0.24436,106.5,0.08647,98.3,0.0188,109.8,0.11278,99.3,0.02005,130.1,0.0213,98.3,0.02256,108.1,0.22556,94.7,0.06767,108.1,0.15539,83,0.06767
ILMN_2486267,197.2,0,126.2,0,339.8,0,194.1,0,160.4,0,123.3,0,408.3,0,163.4,0,143.1,0,116.2,0.00125,275.3,0,131.4,0
ILMN_2486295,122.2,0.14035,78.7,0.2619,102.5,0.18672,78.7,0.71554,111.1,0.09273,95.4,0.05138,107.8,0.20677,89.4,0.11905,130.8,0.01378,84.1,0.41353,110,0.13033,87.5,0.03258
ILMN_2486419,110.1,0.50251,71.5,0.73058,93.5,0.62281,82.6,0.48371,89.9,0.88722,85.4,0.31328,103.6,0.31579,86.6,0.19298,97.1,0.69549,74.4,0.8985,92.2,0.72682,70.2,0.65038
ILMN_2486573,264.9,0,103.8,0.00251,300.1,0,172.1,0,185,0,150.5,0,339.3,0,150.5,0,220.4,0,183.1,0,250.8,0,132.5,0
ILMN_2486589,108.4,0.57018,74.2,0.53258,102.9,0.17669,80.6,0.59774,102.8,0.31579,72.9,0.9198,99.4,0.45614,88,0.15288,95,0.77569,87.5,0.25188,94.9,0.60276,76.1,0.25815
ILMN_2486776,119.3,0.19173,79.8,0.20551,107.3,0.07644,82.4,0.49248,109.2,0.12281,88,0.19173,105.2,0.26566,75.4,0.79073,104.5,0.35589,81.7,0.56516,106.5,0.18421,72.8,0.46867
ILMN_2486906,140.4,0.02506,83.6,0.07018,104.1,0.13409,87.1,0.22556,146.7,0,103.2,0.01253,117.5,0.0802,88,0.15288,106.2,0.2995,83.4,0.47243,90,0.80827,69,0.72431
ILMN_2487170,7077.7,0,2226.3,0,6702.7,0,3065.9,0,7878.2,0,5160.9,0,5874.9,0,1158.7,0,5719.3,0,5052.2,0,3503.6,0,1317.4,0
ILMN_2487236,110.3,0.49123,68.5,0.86717,94.1,0.599,81.3,0.56516,98.1,0.53885,83.8,0.39975,96.1,0.61028,84.4,0.30075,92.7,0.84962,73.1,0.93484,93,0.69048,71.3,0.57895
ILMN_2487358,119.6,0.18421,77.4,0.31955,94.3,0.58396,92.9,0.06266,96.2,0.64411,85.1,0.33459,97,0.56767,86.5,0.20301,114.9,0.09649,89.3,0.1792,108.8,0.14411,79.9,0.11654
ILMN_2487453,110.8,0.46617,72,0.70175,107.5,0.07393,86.5,0.25313,100.7,0.41855,78.8,0.68797,113.7,0.11529,89.4,0.11779,99.9,0.57268,84.2,0.41103,118.3,0.07268,80.6,0.10025
ILMN_2487482,426.3,0,192.4,0,415.1,0,270.4,0,287.7,0,270.8,0,615.2,0,265.8,0,272.6,0,273.6,0,464,0,240.8,0
ILMN_2487517,1205.3,0,434.8,0,1006.2,0,841.2,0,726.7,0,687.9,0,1593.2,0,824.5,0,1009.6,0,949.3,0,1291.3,0,531.3,0
ILMN_2487781,120.6,0.16416,74,0.55639,104.3,0.12907,83.1,0.45614,92.3,0.79699,82.5,0.47744,92.1,0.78321,79.6,0.59649,113.7,0.11278,78.3,0.77193,96.7,0.51253,76.4,0.24937
ILMN_2487934,3682.4,0,1193.1,0,3070.7,0,1158.8,0,3601.2,0,1029.2,0,4002.1,0,752.7,0,2684.1,0,1637.5,0,2913.6,0,561.5,0
ILMN_2488119,104,0.74561,83.9,0.06767,98.6,0.32707,94.7,0.04511,106.4,0.20301,79.3,0.65915,98,0.52506,80.7,0.53509,104.2,0.36591,91.5,0.12406,102.6,0.26566,74.8,0.32206
ILMN_2488125,100.8,0.84211,73.1,0.62406,121.9,0.00627,97.8,0.02256,108.7,0.13534,71.6,0.94361,121.6,0.06391,84.6,0.29073,84.5,0.98872,77.6,0.80451,123.6,0.04386,74.1,0.36717
ILMN_2488343,138.3,0.02882,88.4,0.03258,113.3,0.02381,95.9,0.03258,120.9,0.0213,103,0.01253,133.8,0.01378,99.6,0.01754,121.9,0.03258,96,0.05013,118,0.07268,82.7,0.07143
ILMN_2488599,145.9,0.01128,98.6,0.00501,153.1,0,153.8,0,120.3,0.02882,91.5,0.08271,192.1,0,148.8,0,209.2,0,228.3,0,229.7,0,134.6,0
ILMN_2488717,99.9,0.85589,80.7,0.17419,98.6,0.32957,89.7,0.12782,94.4,0.72306,90,0.12782,96.5,0.59023,86.2,0.21053,94.9,0.77945,87.7,0.2381,96.6,0.5188,74.7,0.32707
ILMN_2488846,146.6,0.00877,85.3,0.05138,120.6,0.00627,98.4,0.0188,124.1,0.01629,100.8,0.01629,131.3,0.0188,96.2,0.03383,120.8,0.03885,109.1,0.00251,111.1,0.1203,90.9,0.01629
ILMN_2489047,143.6,0.01253,79.2,0.23434,95.8,0.48872,87.6,0.21053,122.2,0.02005,92.7,0.07393,119.3,0.07393,80,0.57393,135.7,0.00752,83.1,0.48622,109.3,0.1391,71.5,0.55263
ILMN_2489266,114.6,0.3183,79.5,0.21679,100.3,0.2594,92.3,0.07268,95.9,0.65539,86.3,0.26817,94.5,0.68045,89.6,0.11278,108.2,0.22055,91.8,0.11529,94.9,0.60401,80.7,0.099
ILMN_2489340,114.4,0.32581,83,0.08897,107,0.07895,89.7,0.12782,105.9,0.21805,92.8,0.07393,107.4,0.21429,83,0.38596,101.5,0.47494,88.8,0.19173,98,0.4599,67,0.82206
ILMN_2489360,861.2,0,395.3,0,458.9,0,321.6,0,671.9,0,572.8,0,594.1,0,261,0,449,0,349.6,0,337.4,0,138.3,0
ILMN_2489694,125.7,0.09148,91.8,0.01754,101.9,0.20175,85.6,0.31328,101.2,0.39474,101,0.01629,125.1,0.04135,89.3,0.11905,134.5,0.00752,97,0.03885,109.7,0.13534,83.4,0.06015
ILMN_2489903,90.2,0.98371,54.4,0.99875,82.5,0.97368,71.2,0.95739,85.2,0.9599,72.6,0.92607,85.5,0.95614,74.1,0.85338,96.2,0.73308,66.7,0.98997,85.5,0.93108,57.4,0.99499
ILMN_2490127,116.8,0.25313,78.2,0.28571,124.3,0.00501,97.3,0.02882,122.2,0.02005,97.9,0.03008,132.2,0.01629,87.3,0.17293,114.7,0.099,99,0.02506,113,0.1015,92.9,0.01253
ILMN_2490145,95,0.94236,71.4,0.74436,89.4,0.80576,77.2,0.81203,96.5,0.62406,81.4,0.5401,103.2,0.32206,77.9,0.67544,93.4,0.82832,80,0.6792,89.9,0.81078,73.7,0.401
ILMN_2490252,1161.5,0,521.3,0,839.1,0,633.1,0,1058.4,0,773,0,1250.9,0,451.4,0,891.3,0,710.2,0,1159.4,0,530.3,0
ILMN_2490271,330.5,0,154.3,0,289.9,0,232.6,0,287.3,0,212.3,0,422.9,0,168.1,0,268.7,0,237,0,323.9,0,171.9,0
ILMN_2490479,2531.2,0,757.6,0,3129.2,0,1122.6,0,2701.3,0,1328.6,0,3077.7,0,786.1,0,1902.3,0,1170.8,0,2383.9,0,538.6,0
ILMN_2490495,205,0,112.9,0,182.9,0,104.2,0.00627,165,0,126.8,0,198.3,0,97.6,0.02757,183.4,0,121,0.00125,174.2,0,99.4,0.00376
ILMN_2490803,1387.6,0,531.6,0,571.9,0,459.6,0,1094.7,0,683,0,874.2,0,293,0,1229.2,0,811.8,0,851.7,0,242.4,0
ILMN_2490821,107.2,0.62406,74.8,0.48997,94.8,0.55764,73.2,0.92857,96.6,0.61905,75,0.86341,96.8,0.57769,81.7,0.46115,101.1,0.50125,80.7,0.62657,91.9,0.74436,66.7,0.84211
