# The identifiers in the ID_REF column must match the identifiers in the ID column of the referenced platform (GPLxxxx).,,,,,,,,,,,,,,,,,,,,,,,,
# The Matrix table should include non-normalized signal count data and detection p-value,,,,,,,,,,,,,,,,,,,,,,,,
"# Values that should be disregarded may either be left blank or labeled as ""null"".",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
ID_REF,HAN_22_A_1_WT,Detection Pval,HAN_22_B_2_WT,Detection Pval,HAN_23_A_1_TG,Detection Pval,HAN_23_A_2_TG,Detection Pval,HAN_28_A_1_WT,Detection Pval,HAN_28_B_1_WT,Detection Pval,HAN_30_A_1_TG,Detection Pval,HAN_30_B_2_TG,Detection Pval,HAN_32_A_1_WT,Detection Pval,HAN_32_B_1_WT,Detection Pval,HAN_33_A_1_TG,Detection Pval,HAN_33_B_2_TG,Detection Pval
ILMN_2820127,96.3,0.92105,73.1,0.62782,100.9,0.24436,88.2,0.1792,102.3,0.33709,85.3,0.32206,96.3,0.59649,76.8,0.73434,107.3,0.2619,74.1,0.90852,101.4,0.31328,73.1,0.4411
ILMN_2820213,550.7,0,258.4,0,416.4,0,294.1,0,432.2,0,327.4,0,564.5,0,270.5,0,520.8,0,417,0,601.8,0,250.4,0
ILMN_2820260,1818.1,0,751.8,0,1077.7,0,657.1,0,1325.2,0,991.6,0,1619.5,0,583.5,0,1666.3,0,1091.2,0,1907.3,0,467.3,0
ILMN_2820297,1101.4,0,539.9,0,1088.1,0,576.2,0,925.3,0,637,0,1253.7,0,425.9,0,774,0,575.1,0,1068.5,0,432.3,0
ILMN_2820305,133.7,0.04511,81.7,0.13784,114.1,0.01754,91.8,0.08145,106.3,0.20551,92.8,0.07393,136.6,0.01378,96.8,0.03008,118.2,0.05764,102.6,0.01003,131.3,0.02632,78,0.18546
ILMN_2820314,110.1,0.50125,81.4,0.15038,108.7,0.06266,84.5,0.36717,109.6,0.11404,93.9,0.06516,108.1,0.19674,77.6,0.69549,99,0.61779,91.1,0.13283,88,0.88346,79.8,0.11905
ILMN_2820327,160.8,0,97.1,0.00501,171,0,113.7,0.00125,126.2,0.01128,95.6,0.04637,166.3,0.00125,123.8,0.00251,139.8,0.00251,103,0.00877,201.1,0,90.2,0.01754
ILMN_2820369,136.4,0.03509,85.1,0.05388,129.1,0.00376,94.3,0.04637,118.9,0.03759,102.3,0.01378,140.5,0.00752,98.4,0.02256,107.7,0.2381,90.7,0.14286,126.4,0.03759,88.5,0.02381
ILMN_2820379,1338.5,0,590.8,0,838.4,0,856.2,0,1072.6,0,853.4,0,1559.5,0,693.2,0,1155.3,0,872.8,0,1578.8,0,669,0
ILMN_2820383,203.2,0,122.4,0,199.5,0,120.7,0.00125,175.2,0,120.5,0.00125,194.2,0,105.3,0.01003,165.7,0,115.9,0.00125,185.6,0,98.4,0.00627
ILMN_2820559,2106.6,0,979.5,0,2377.7,0,1085.3,0,1795.5,0,1036.9,0,2189.7,0,854.2,0,1336.1,0,1410.1,0,1739.2,0,599.1,0
ILMN_2820703,177.3,0,95.3,0.00501,130.5,0.00251,105.6,0.00501,136.5,0.00376,121,0.00125,169.4,0.00125,98.8,0.0213,145.9,0,134.7,0,175.9,0,99.8,0.00376
ILMN_2820814,710.4,0,245.6,0,921.3,0,660.2,0,592.1,0,408.1,0,1230.3,0,496.6,0,539.3,0,438,0,933.8,0,359,0
ILMN_2820831,2182.7,0,1033.5,0,384.5,0,352.5,0,1491.5,0,1185,0,623.8,0,386.2,0,1652.8,0,1013.5,0,871.9,0,260.3,0
ILMN_2820869,103.8,0.75564,76.6,0.36717,99.8,0.27444,81.3,0.56391,105.8,0.22055,88.9,0.15915,94.7,0.67419,84.2,0.31328,100,0.56892,90.1,0.15163,104.3,0.22807,83.9,0.05263
ILMN_2820877,277.7,0,124.4,0,186,0,93.9,0.05013,223,0,131.7,0,208,0,106.1,0.01003,233.3,0,160.2,0,191.5,0,117.5,0.00125
ILMN_2820893,301.7,0,134.3,0,288.1,0,174.4,0,243.6,0,180,0,337.2,0,204,0,216.9,0,172.2,0,395.1,0,266.1,0
ILMN_2820948,611.7,0,265.4,0,419.9,0,247.8,0,541.1,0,363.3,0,528.7,0,245.4,0,392.2,0,316,0,506.4,0,239,0
ILMN_2821014,2984.1,0,1586.7,0,2493,0,1948.4,0,2537.9,0,2593.2,0,3286,0,1222,0,1813.7,0,1956.1,0,2151.2,0,913.6,0
ILMN_2821092,6064.4,0,2553.3,0,4408.7,0,3742.5,0,4836.4,0,3762.2,0,6979,0,2874.4,0,4556.6,0,3598.2,0,6195.8,0,2400.9,0
ILMN_2821118,115.6,0.28571,77.5,0.31328,97.1,0.41228,75.7,0.8609,96.2,0.64411,89.7,0.12907,111.6,0.13409,94.5,0.04386,105.5,0.32206,78,0.77945,105.3,0.20301,77.3,0.21303
ILMN_2821148,127.4,0.0802,78.3,0.28321,101.9,0.20301,84.6,0.36591,112.9,0.07895,81.6,0.52882,106.2,0.24311,86.9,0.18296,106.5,0.29198,88.3,0.21303,97.7,0.46742,69.2,0.71303
ILMN_2821158,287.1,0,132.5,0,204.3,0,98.3,0.0188,202.6,0,144.1,0,230.4,0,132.8,0,178,0,165.9,0,243.9,0,92.7,0.01378
ILMN_2821196,5464.6,0,3034.3,0,3955.5,0,3769,0,5985.7,0,5227.8,0,6646.5,0,3060.4,0,4650.5,0,4099.1,0,5778.7,0,3083.5,0
ILMN_2821247,119.8,0.1792,73.3,0.61028,103.3,0.16667,88.6,0.16165,96.4,0.63409,70.6,0.95614,123.1,0.05514,83.6,0.35088,103.6,0.38471,84.1,0.41353,93.3,0.6792,70.5,0.63534
ILMN_2821254,177.2,0,89.7,0.02632,153,0,106.8,0.00376,155,0,94.8,0.05514,176.4,0,102.7,0.01378,131.4,0.01128,101.4,0.01504,170.1,0.00125,83.2,0.06391
ILMN_2821263,510.9,0,286.7,0,380.2,0,332.9,0,361.3,0,323.9,0,531.9,0,276.7,0,406,0,314.6,0,535.7,0,209.7,0
ILMN_2821336,3303.1,0,1411.8,0,1807.1,0,1635.3,0,3438.2,0,2274,0,3067.8,0,1173.5,0,2689.2,0,2109.6,0,3109.7,0,1188.9,0
ILMN_2821371,113.3,0.36341,79.9,0.20301,94.2,0.58897,72.4,0.93734,93.6,0.75815,79.1,0.68045,94.1,0.69549,77,0.72055,97.8,0.66917,82,0.54887,95.4,0.57519,77.9,0.18672
ILMN_2821381,109.9,0.51504,66.5,0.92231,101.4,0.22807,84,0.40727,95,0.69424,80.4,0.6015,92.2,0.7782,87,0.17794,106.6,0.28947,78.2,0.77694,92.6,0.70677,69.9,0.66917
ILMN_2821420,113.5,0.35965,74.9,0.48872,93.5,0.62281,94.9,0.0401,92.8,0.7807,81.5,0.53509,98.4,0.50877,77.1,0.71679,93.6,0.8208,88.7,0.19549,98.1,0.45489,70.6,0.63033
ILMN_2821460,667.2,0,196.7,0,387.2,0,248.5,0,459.5,0,231.8,0,534.6,0,188.8,0,328.9,0,339.7,0,668.2,0,187.4,0
ILMN_2821501,837.5,0,214.5,0,501.1,0,247.3,0,585.4,0,266.3,0,728.3,0,155.5,0,540.9,0,281.9,0,519.9,0,135.9,0
ILMN_2821582,130.1,0.0614,85.4,0.05138,121.6,0.00627,78.2,0.7381,120.8,0.0213,91.7,0.08271,126.1,0.03759,82,0.44236,121.5,0.03759,91,0.13534,117.6,0.07769,78.2,0.17794
ILMN_2821631,138.5,0.02882,87,0.0401,101.2,0.22932,98.8,0.01629,135.6,0.00501,88.8,0.16291,127.1,0.03383,86.5,0.19925,123.6,0.02381,104.9,0.00501,123.1,0.04511,79,0.14787
ILMN_2821676,365,0,144.3,0,348.8,0,166.5,0,336.9,0,183.5,0,397.6,0,118.3,0.00376,198.8,0,134.9,0,316.2,0,97.2,0.00627
ILMN_2821710,114.4,0.32581,76.1,0.40977,100.2,0.26065,89.2,0.14035,106.6,0.2005,81.7,0.52381,108.6,0.18546,82,0.44987,106.3,0.29574,86.3,0.31955,106.1,0.18797,71.3,0.57268
ILMN_2821730,133.4,0.04511,82.4,0.10652,102,0.19925,76.6,0.84211,100.6,0.42481,88,0.19173,111.5,0.13534,100.7,0.01629,140.3,0.00251,108.1,0.00251,118.4,0.07143,83.2,0.06391
ILMN_2821736,202.2,0,113.5,0,250.9,0,210,0,170.8,0,144.5,0,377.8,0,205.2,0,178.8,0,143.6,0,271.8,0,151.7,0
ILMN_2821788,133.6,0.04511,84.9,0.05388,517.3,0,371.8,0,125.2,0.01128,93.4,0.07018,776.8,0,268.3,0,103.1,0.40602,97.8,0.03258,329.7,0,173.6,0
ILMN_2821817,105.5,0.69424,85.7,0.04762,102.4,0.18672,94,0.04887,100.5,0.43233,76.9,0.78571,94.1,0.69674,79.5,0.6015,96.3,0.73308,73.4,0.92732,98,0.45865,74.8,0.32456
ILMN_2821833,121.4,0.15163,73.2,0.61404,108.1,0.06892,88.5,0.16541,106.3,0.20677,78.6,0.7005,104.3,0.29449,80.5,0.54135,100.8,0.52005,84.2,0.40852,96.9,0.50877,75.8,0.27193
ILMN_2821850,374.8,0,158.8,0,391.3,0,281.9,0,273.4,0,163.2,0,543.2,0,222.8,0,342.9,0,199.7,0,458.8,0,181.9,0
ILMN_2821916,1868.3,0,600.3,0,986.9,0,651.9,0,1266,0,843.9,0,1341.5,0,405.9,0,1364.8,0,838.2,0,1219,0,345.9,0
ILMN_2821951,107.5,0.61028,75.9,0.41855,91.5,0.73559,85,0.34712,97.3,0.58647,89.1,0.14912,99.1,0.47243,75,0.80576,102.3,0.4386,79.7,0.68797,100.3,0.3584,70.8,0.61654
ILMN_2822000,292.6,0,147.1,0,221.7,0,139.1,0,249.6,0,227.3,0,383.5,0,279.9,0,327.3,0,259.6,0,375.8,0,222.9,0
ILMN_2822053,704.7,0,316.9,0,1020.5,0,365.2,0,538.2,0,396.8,0,807.4,0,289.8,0,544,0,385.2,0,751.2,0,213.3,0
ILMN_2822071,508.2,0,155.9,0,480.5,0,404,0,401.9,0,281.7,0,667.5,0,252,0,408.6,0,275.7,0,613.6,0,258.4,0
ILMN_2822080,116.6,0.25689,69,0.85213,103.4,0.16165,81,0.57769,99.8,0.46742,88.1,0.19048,94.3,0.68797,80.9,0.51754,105.9,0.31078,85.4,0.3584,101.1,0.32331,61.6,0.96742
ILMN_2822107,139.5,0.02506,75.4,0.44612,106.2,0.08897,89.3,0.13659,117,0.04637,93.9,0.06266,121.5,0.06391,86.9,0.18421,116.1,0.07895,91.9,0.11404,125.3,0.04261,70.4,0.6391
ILMN_2822131,3151.3,0,920.9,0,1573,0,979.9,0,2423.2,0,1778.6,0,2586.7,0,730.7,0,2263.7,0,1559.5,0,2222.4,0,813,0
ILMN_2822134,1245.6,0,442.6,0,1128.7,0,588,0,1001.7,0,630.1,0,1474.9,0,382,0,873.3,0,915.9,0,1070.9,0,375.6,0
ILMN_2822141,1133.5,0,471.2,0,533.9,0,532.8,0,949.3,0,885.6,0,831.8,0,382.5,0,836.9,0,732.8,0,700.3,0,363.5,0
ILMN_2822160,778,0,291.2,0,838.2,0,383.5,0,460.9,0,307.3,0,928.8,0,316,0,575,0,445.2,0,797.6,0,251.4,0
ILMN_2822229,159,0.00125,96.7,0.00501,130.4,0.00251,134.1,0,158.8,0,149,0,192,0,109.6,0.00501,145.8,0,120.2,0.00125,218.8,0,122.5,0.00125
ILMN_2822239,131.1,0.05639,95.7,0.00501,176.3,0,119.6,0.00125,120.7,0.02256,114.2,0.00251,150.5,0.00251,95.8,0.03634,112.4,0.14286,103.7,0.00627,135,0.0213,85.5,0.04135
ILMN_2822321,151.8,0.00627,100.2,0.00251,107.3,0.07644,94.2,0.04637,123.5,0.01629,100.4,0.01629,134.8,0.01378,108.8,0.00627,149.3,0,109.7,0.00251,127.3,0.03759,87.4,0.03383
ILMN_2822359,119.7,0.1817,80.9,0.16792,102.6,0.18421,82.1,0.51378,99.3,0.48246,87.5,0.21178,98.8,0.48997,77.9,0.67794,107.5,0.25188,81.3,0.599,100.9,0.33333,69.5,0.698
ILMN_2822477,1094.6,0,321.6,0,620.9,0,391.7,0,714.5,0,353.7,0,1081.5,0,277.7,0,670.7,0,437.9,0,1080.1,0,299.8,0
ILMN_2822523,110.7,0.47118,68.2,0.8797,95.5,0.51128,77.3,0.81078,90.5,0.86717,92.2,0.08145,102.3,0.35464,85.9,0.23308,105.9,0.31078,86.1,0.32456,96,0.54261,70,0.65789
ILMN_2822552,759.1,0,237.6,0,708.4,0,418.2,0,693.5,0,373.7,0,1227.6,0,304.7,0,750.3,0,480.7,0,1006.9,0,256.8,0
ILMN_2822579,2904.4,0,1074.1,0,4380.9,0,1802,0,2355,0,2008.4,0,3176.1,0,1122.5,0,1467.7,0,1412.7,0,1627.9,0,680.9,0
ILMN_2822621,1841.1,0,943.9,0,1577.2,0,1236.2,0,1815.6,0,1576.1,0,2091.4,0,878.1,0,1688,0,1224.6,0,1796.3,0,854.3,0
ILMN_2822622,1566.1,0,693.4,0,1560.1,0,1002.1,0,1671.8,0,1462.4,0,1790.9,0,841.6,0,1182.7,0,939.6,0,1324.2,0,649.4,0
ILMN_2822643,101.6,0.81955,63.5,0.97118,95.1,0.5401,66.2,0.99248,96,0.65163,76,0.8183,82.3,0.98371,65.9,0.98997,88.3,0.93609,70.4,0.96867,82.9,0.97619,51.3,1
ILMN_2822732,106.1,0.67293,75.9,0.41855,103.8,0.1416,98.2,0.0188,98.5,0.51128,79.5,0.6416,110.7,0.14035,88.9,0.12406,96.3,0.73308,77.9,0.78697,99.9,0.37469,71.5,0.55639
ILMN_2822796,95.9,0.92607,65.9,0.93734,87.7,0.86466,72.4,0.93734,82,0.98872,79.4,0.64787,88.3,0.91103,86.3,0.21053,91.9,0.86466,69.4,0.97744,82.4,0.97995,66.9,0.82957
ILMN_2822825,370.6,0,235.8,0,140.6,0,124.2,0,238.5,0,206.7,0,183.9,0,138.1,0,284.1,0,296.6,0,208.5,0,114.2,0.00125
ILMN_2822842,180.1,0,96.9,0.00501,145.6,0,106.7,0.00376,138.1,0.00125,125.3,0,173.6,0,109.7,0.00501,161.4,0,138,0,158.5,0.00125,93.6,0.01003
ILMN_2822850,860.1,0,222.6,0,1067.9,0,381,0,832.6,0,444.1,0,1198.1,0,225,0,656.2,0,344.1,0,630.7,0,139.1,0
ILMN_2822888,117.3,0.24311,77.6,0.31078,99.1,0.30075,90.2,0.11654,111.9,0.08897,82.9,0.45238,99.4,0.45865,90.6,0.08772,114.3,0.10652,96,0.05013,101.1,0.32581,72.7,0.47243
ILMN_2822905,332.7,0,188.5,0,426.4,0,146.8,0,316,0,212.3,0,368.1,0,167.5,0,245.4,0,205.8,0,375.1,0,134.6,0
ILMN_2822915,118.3,0.20802,71.3,0.74687,100.6,0.25439,85.7,0.30576,110.9,0.099,89.3,0.14536,102.6,0.33835,80.5,0.5401,104.6,0.35338,77.8,0.78822,116.4,0.08396,73.2,0.43609
ILMN_2822934,119.1,0.19674,84,0.06767,102,0.19925,83.8,0.42231,92,0.80576,91.6,0.08271,96.9,0.57769,83.5,0.35338,99.2,0.60526,81.7,0.56516,99.7,0.38346,75.5,0.29198
ILMN_2823011,433,0,181.4,0,315.1,0,221.2,0,370.8,0,246.1,0,502.8,0,232.5,0,305.2,0,178.1,0,331.8,0,161.3,0
ILMN_2823195,219.8,0,134.3,0,222.3,0,116.2,0.00125,190.8,0,136.6,0,185.1,0,119,0.00376,151.7,0,134,0,211.9,0,103.8,0.00251
ILMN_2823250,130.7,0.06015,70.6,0.77945,197.9,0,101.3,0.01003,146,0,96.6,0.03634,185.9,0,83.6,0.35088,130.6,0.01378,87.1,0.27444,163.7,0.00125,84.4,0.04511
ILMN_2823269,1301.3,0,459,0,667.1,0,531.3,0,837,0,460.3,0,1023.3,0,431.3,0,863.2,0,456.6,0,1052.9,0,346.4,0
ILMN_2823366,109,0.54887,73.9,0.56266,91.1,0.74812,86.9,0.23434,94.8,0.7005,82.5,0.47494,94.1,0.69549,75.4,0.78947,107.9,0.22932,81.2,0.599,90.6,0.79449,76.6,0.24185
ILMN_2823462,141.6,0.02005,95.2,0.00501,246.6,0,136.3,0,109.9,0.11153,100.2,0.01754,243.7,0,138.8,0,120.6,0.03885,106.5,0.00376,191.2,0,95.4,0.00877
ILMN_2823612,104.1,0.74185,84.5,0.0589,101.4,0.22807,85.7,0.31203,102.5,0.33459,81.2,0.54637,107.5,0.21178,83.6,0.35338,100.2,0.55388,85.6,0.34461,100,0.37093,78.9,0.15163
ILMN_2823628,94.4,0.94987,68.5,0.86717,91.4,0.7381,78.2,0.74185,84.1,0.96867,75.1,0.85965,85.1,0.9599,71.7,0.91353,87.5,0.94737,72.6,0.94486,92.7,0.70301,69.5,0.698
ILMN_2823733,135.1,0.03759,70.4,0.78446,86.2,0.91604,92,0.07519,119.5,0.03383,80.5,0.59273,120.6,0.06892,82.4,0.41729,120,0.0401,87,0.28947,116.6,0.08271,68.1,0.78697
ILMN_2823778,566.3,0,225.1,0,889.5,0,610.3,0,861.1,0,553.6,0,1021.9,0,221.4,0,425.6,0,304.7,0,531.7,0,278.9,0
ILMN_2823796,309.8,0,172.7,0,344.2,0,258.1,0,270.1,0,207,0,408,0,248.7,0,254.1,0,209.2,0,409.4,0,215.5,0
ILMN_2823815,119.8,0.1792,81.3,0.15038,101.2,0.22932,91.3,0.09023,104.5,0.25815,89.7,0.12907,99,0.47995,83,0.38471,108.7,0.20802,81.1,0.60902,105.7,0.198,74.5,0.34085
ILMN_2823947,103,0.7807,79.5,0.22306,100.7,0.25063,81.6,0.54637,101.5,0.37594,78.2,0.72306,102.2,0.35714,82.5,0.40977,97,0.7005,84.5,0.401,88.9,0.85965,75.5,0.29198
ILMN_2823980,108.5,0.5614,88.1,0.03759,95.8,0.48872,84.2,0.39223,98,0.54386,86.8,0.2406,100.9,0.4198,84.2,0.31579,106.2,0.2995,82.7,0.50752,105.1,0.20551,70.5,0.63283
ILMN_2824002,221.5,0,138.6,0,485.1,0,282,0,144.8,0,121.8,0.00125,546.1,0,300.8,0,215.4,0,163.6,0,476.9,0,228,0
ILMN_2824012,174.1,0,99.4,0.00376,140.2,0,102.6,0.00877,155.4,0,103.2,0.01128,160.4,0.00125,95.3,0.04261,154.6,0,107.3,0.00251,149.9,0.00627,99.4,0.00376
ILMN_2824022,418,0,189.9,0,322.5,0,302.7,0,334.2,0,244.8,0,622.5,0,275.7,0,371,0,346.4,0,425.5,0,223.5,0
ILMN_2824087,124.2,0.11654,78.8,0.25689,94.1,0.6015,79.5,0.66291,101,0.41103,82.5,0.47368,87.3,0.93108,85.4,0.25815,97.5,0.67794,76.1,0.85589,96.4,0.52632,68.7,0.74436
ILMN_2824098,161,0,100,0.00376,133.4,0.00125,99.5,0.01128,131.3,0.00627,98,0.02882,118.4,0.07769,99.4,0.0188,135.4,0.00752,100.4,0.0213,127.6,0.03634,87.7,0.02882
ILMN_2824167,607.2,0,263.7,0,464.2,0,363.5,0,760.4,0,422.2,0,539.8,0,167.1,0,652.9,0,408.9,0,574.8,0,214.7,0
ILMN_2824178,121.3,0.15288,74.8,0.48872,94.8,0.55639,78.2,0.74185,97.8,0.5589,81.6,0.52882,102.8,0.33584,80.5,0.54135,101.9,0.46115,74.5,0.89599,100.8,0.34085,77,0.22055
ILMN_2824364,116,0.27193,76.9,0.35088,111.8,0.02632,87.1,0.22556,101.4,0.38346,88.5,0.17669,108.4,0.18797,83.6,0.35213,107.8,0.23434,82.7,0.50752,92,0.73308,71.1,0.59023
ILMN_2824582,226.8,0,117.5,0,152.1,0,129.9,0,153.9,0,123.4,0,186.1,0,126.2,0.00125,186.8,0,161,0,166.1,0.00125,102.6,0.00251
ILMN_2824593,1057.5,0,448.9,0,1214.7,0,887,0,964,0,796.6,0,2052.2,0,772,0,771,0,824.3,0,1426.3,0,640.9,0
ILMN_2824599,504.4,0,221.4,0,368.4,0,234.6,0,297,0,261.5,0,442,0,190.9,0,292.4,0,219.9,0,339.7,0,154.1,0
ILMN_2824625,119.2,0.19674,80.5,0.18045,101,0.2406,92.5,0.06767,97.4,0.58145,82.3,0.48371,101.1,0.40602,79.8,0.58271,107.1,0.27068,92,0.11028,110,0.13033,75.5,0.29198
ILMN_2824683,923.8,0,344.1,0,621.7,0,502.4,0,1403.7,0,747.1,0,951.5,0,334,0,809.5,0,522.9,0,1011,0,314,0
ILMN_2824723,780.5,0,282.3,0,462.8,0,396.6,0,664.4,0,488.4,0,684,0,227.5,0,491.6,0,356.1,0,491.5,0,221.3,0
ILMN_2824741,123,0.13033,86.4,0.04386,102,0.19925,83,0.4599,111.4,0.09148,84.8,0.3609,94.8,0.67419,93,0.05639,107.4,0.26065,84.7,0.39348,101.9,0.29449,72.5,0.48997
ILMN_2824760,186.3,0,89.6,0.02632,230.2,0,118.1,0.00125,170.1,0,128.3,0,174.8,0,108,0.00752,160.9,0,119.2,0.00125,156.8,0.00251,95.8,0.00752
ILMN_2824780,88.1,0.99248,60,0.98997,85.2,0.93358,74.8,0.88596,94.3,0.72306,72.2,0.93484,93.2,0.74561,77,0.71805,97.7,0.67669,86.8,0.29825,82.7,0.9787,65,0.91103
ILMN_2824783,104.1,0.7406,79.7,0.21053,95.7,0.49123,69.7,0.97368,116.8,0.04637,87.3,0.21805,113,0.11905,88.3,0.15038,106.8,0.28195,70.8,0.96742,102.4,0.27444,75.9,0.26817
ILMN_2824793,108.4,0.57018,71.7,0.71679,84.8,0.94236,78.3,0.73684,81.8,0.98997,84,0.39223,91.5,0.80952,80.5,0.5401,97.2,0.69424,93.7,0.07519,84.1,0.9599,76.8,0.23308
ILMN_2824801,106.2,0.66541,80.6,0.17544,98.9,0.31454,78.6,0.72055,104.4,0.2619,82.3,0.48872,98.2,0.51253,75.8,0.77068,109.8,0.18421,80.3,0.64662,90.5,0.79449,66.4,0.8609
ILMN_2824889,108.4,0.57143,86.8,0.04261,101.9,0.2005,88.4,0.16792,86.6,0.93985,80.6,0.59023,97.9,0.53008,88.6,0.13283,93.3,0.83459,89.8,0.16792,98.4,0.43233,75.9,0.26817
ILMN_2824926,114.8,0.30952,69.1,0.84837,97.2,0.40602,77.6,0.78446,99.9,0.46617,81.9,0.51128,103.4,0.31704,77.5,0.69674,99.6,0.58521,79.1,0.72556,97.3,0.48747,74.3,0.35714
ILMN_2824954,230.2,0,130.3,0,139.9,0,135.2,0,176.5,0,131.5,0,169.1,0.00125,116.8,0.00376,190.1,0,156.8,0,205.1,0,103,0.00251
ILMN_2824971,106.9,0.64286,70.9,0.77068,95.2,0.53634,79.9,0.63534,90.8,0.85714,68.2,0.97619,89.2,0.88221,72.8,0.88471,99.7,0.57519,78,0.7807,93.3,0.6817,64.8,0.91103
ILMN_2824999,126.2,0.08772,78,0.29699,91.7,0.72431,93.4,0.05514,109.5,0.11529,88.6,0.16917,108,0.198,93.2,0.05514,112.5,0.1416,85.5,0.34962,102.9,0.25815,89.6,0.0188
ILMN_2825020,845.3,0,442.3,0,986.9,0,587.8,0,1253.1,0,1043.4,0,1006.8,0,398.6,0,545.8,0,485.5,0,494.7,0,256.3,0
ILMN_2825080,481.3,0,241.9,0,326.4,0,205,0,419.3,0,346.5,0,403.9,0,189.5,0,331.8,0,314.7,0,323.8,0,148.4,0
ILMN_2825109,1819.1,0,830.3,0,1392.5,0,1292,0,1755.6,0,1490,0,2134.3,0,900.8,0,1331.4,0,1170.3,0,1895.2,0,592.5,0
ILMN_2825118,242.2,0,133.2,0,104.4,0.12657,90.8,0.10652,109.6,0.11404,106.2,0.00627,103.9,0.30827,93.9,0.05013,190.3,0,107.6,0.00251,165.8,0.00125,184.7,0
ILMN_2825144,7055.8,0,2971.3,0,2559.3,0,2367.4,0,3713.9,0,2987.4,0,4442.7,0,2040.5,0,4770.7,0,3385.3,0,4335.8,0,1140.1,0
ILMN_2825147,720.6,0,436.8,0,521.1,0,281.9,0,467.6,0,369.6,0,505.8,0,281.6,0,475,0,395.2,0,486,0,195.9,0
ILMN_2825201,326,0,109.7,0,251.7,0,141.9,0,236.7,0,142,0,300.1,0,107.5,0.00752,251.3,0,128.2,0.00125,250.6,0,92,0.01378
ILMN_2825260,205,0,112.1,0,151.5,0,124.6,0,158,0,114.2,0.00251,197.6,0,113.2,0.00376,160.6,0,127.3,0.00125,169.7,0.00125,108.6,0.00125
ILMN_2825301,182,0,97.4,0.00501,132.1,0.00125,100.5,0.01003,164.2,0,128.5,0,143.1,0.00501,92.4,0.06391,146.4,0,121.7,0.00125,157.3,0.00251,82.2,0.07644
ILMN_2825339,170.5,0,110.9,0,135.3,0,116.6,0.00125,164.7,0,133.1,0,156.6,0.00251,114.4,0.00376,156.4,0,119.2,0.00125,158.9,0.00125,92.9,0.01253
ILMN_2825391,145,0.01253,86.7,0.04386,120.3,0.00752,86.9,0.23434,118.5,0.04135,109.6,0.00376,132.7,0.01629,85.6,0.24561,117.8,0.0614,101.4,0.01504,118.9,0.06516,78,0.18296
ILMN_2825410,103.3,0.77444,74.9,0.48872,83.6,0.95739,81.3,0.56391,84.9,0.96366,76.6,0.80075,93.9,0.70927,77.2,0.71178,95,0.77569,86.2,0.32331,89.3,0.84085,75.4,0.29449
ILMN_2825446,233,0,118.2,0,283.4,0,286.6,0,144.6,0,121,0.00125,467.4,0,289.5,0,177,0,144.8,0,409,0,182,0
ILMN_2825496,112.8,0.38596,74.5,0.51504,96.2,0.46617,84,0.40727,96.7,0.61779,92.4,0.07644,94.6,0.67794,92.2,0.06892,100.1,0.56015,91.7,0.11779,104,0.23434,69,0.72556
ILMN_2825562,131.8,0.05514,76.4,0.38221,113.9,0.01754,88.1,0.18546,119,0.03759,98,0.03008,107.5,0.21053,90.4,0.09023,121.4,0.03885,95.4,0.05639,114.6,0.09649,69.5,0.698
ILMN_2825574,171.5,0,89,0.03008,207.1,0,119.8,0.00125,203.9,0,110.5,0.00376,209.8,0,112.9,0.00376,185.6,0,136.6,0,224.6,0,94,0.01003
ILMN_2825803,1124.8,0,616.1,0,1651.9,0,1003,0,754.9,0,655.7,0,2671,0,1431.7,0,641.4,0,609.2,0,1867.9,0,863.1,0
ILMN_2825817,133.1,0.05013,83.5,0.07393,122,0.00627,92.5,0.06892,132.7,0.00501,111.5,0.00251,135.8,0.01378,85,0.27444,125.9,0.02256,109.2,0.00251,126.3,0.03759,76.4,0.25063
ILMN_2825826,121.9,0.14035,89.2,0.02882,102.7,0.18296,93.1,0.06266,105,0.24311,96.9,0.03509,119.2,0.07519,98.2,0.02381,117.5,0.06391,85.1,0.36967,114.8,0.09524,79,0.14787
ILMN_2825848,280.2,0,121.2,0,156,0,107.9,0.00251,209.8,0,125.3,0,198.7,0,111.4,0.00376,228.2,0,147.9,0,226.5,0,102.5,0.00251
ILMN_2825866,115.5,0.28947,92.1,0.01504,98.1,0.35338,103.3,0.00627,90.1,0.88221,84.5,0.37093,104.8,0.2807,86.5,0.19925,100.2,0.55639,80.6,0.63158,105.2,0.20426,71.7,0.54135
ILMN_2825886,116.5,0.25815,81.3,0.15038,97.9,0.36591,79.3,0.67419,107.6,0.16541,81.3,0.54386,97.3,0.54887,75.8,0.77068,99.1,0.61153,92,0.10902,97.8,0.46366,77.6,0.2005
ILMN_2825898,149.3,0.00752,92.6,0.01253,108.1,0.06767,104,0.00627,116.7,0.04762,106.5,0.00627,128.3,0.02882,101.2,0.01629,158.6,0,108.1,0.00251,119.9,0.0589,81,0.09649
ILMN_2825905,517.1,0,136.8,0,254.2,0,174.2,0,275.7,0,132.8,0,324.7,0,107.1,0.01003,372.4,0,178.1,0,396.7,0,101.9,0.00251
ILMN_2826027,314.3,0,131,0,250.6,0,223,0,320.5,0,199.9,0,398.3,0,125.1,0.00251,264.6,0,181.4,0,308.7,0,100.2,0.00376
